link_id,relation_type,basis,confidence,source_kind,source_standard_id,source_criterion_id,source_criterion_code,source_criterion_title,source_resource_id,source_url,target_standard_id,target_criterion_code,target_profile_ref,target_url,evidence_excerpt,source_dataset
xref-01314,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b244,B.2.4.4,Accessible Template Options (Enhanced),,https://www.w3.org/TR/ATAG20/#sc_b244,wcag-2.2,1.2.4,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#captions-live,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01315,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b244,B.2.4.4,Accessible Template Options (Enhanced),,https://www.w3.org/TR/ATAG20/#sc_b244,wcag-2.2,1.2.5,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#audio-description-prerecorded,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01316,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b244,B.2.4.4,Accessible Template Options (Enhanced),,https://www.w3.org/TR/ATAG20/#sc_b244,wcag-2.2,1.2.6,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#sign-language-prerecorded,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01317,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b244,B.2.4.4,Accessible Template Options (Enhanced),,https://www.w3.org/TR/ATAG20/#sc_b244,wcag-2.2,1.2.7,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#extended-audio-description-prerecorded,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01318,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b244,B.2.4.4,Accessible Template Options (Enhanced),,https://www.w3.org/TR/ATAG20/#sc_b244,wcag-2.2,1.2.8,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#media-alternative-prerecorded,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01319,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b244,B.2.4.4,Accessible Template Options (Enhanced),,https://www.w3.org/TR/ATAG20/#sc_b244,wcag-2.2,1.2.9,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#audio-only-live,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01320,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b244,B.2.4.4,Accessible Template Options (Enhanced),,https://www.w3.org/TR/ATAG20/#sc_b244,wcag-2.2,1.3.1,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#info-and-relationships,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01321,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b244,B.2.4.4,Accessible Template Options (Enhanced),,https://www.w3.org/TR/ATAG20/#sc_b244,wcag-2.2,1.3.2,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#meaningful-sequence,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01322,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b244,B.2.4.4,Accessible Template Options (Enhanced),,https://www.w3.org/TR/ATAG20/#sc_b244,wcag-2.2,1.3.3,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#sensory-characteristics,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01323,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b244,B.2.4.4,Accessible Template Options (Enhanced),,https://www.w3.org/TR/ATAG20/#sc_b244,wcag-2.2,1.3.4,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#orientation,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01324,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b244,B.2.4.4,Accessible Template Options (Enhanced),,https://www.w3.org/TR/ATAG20/#sc_b244,wcag-2.2,1.3.5,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#identify-input-purpose,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01325,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b244,B.2.4.4,Accessible Template Options (Enhanced),,https://www.w3.org/TR/ATAG20/#sc_b244,wcag-2.2,1.3.6,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#identify-purpose,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01326,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b244,B.2.4.4,Accessible Template Options (Enhanced),,https://www.w3.org/TR/ATAG20/#sc_b244,wcag-2.2,1.4.1,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#use-of-color,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01327,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b244,B.2.4.4,Accessible Template Options (Enhanced),,https://www.w3.org/TR/ATAG20/#sc_b244,wcag-2.2,1.4.2,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#audio-control,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01328,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b244,B.2.4.4,Accessible Template Options (Enhanced),,https://www.w3.org/TR/ATAG20/#sc_b244,wcag-2.2,1.4.3,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#contrast-minimum,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01329,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b244,B.2.4.4,Accessible Template Options (Enhanced),,https://www.w3.org/TR/ATAG20/#sc_b244,wcag-2.2,1.4.4,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#resize-text,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01330,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b244,B.2.4.4,Accessible Template Options (Enhanced),,https://www.w3.org/TR/ATAG20/#sc_b244,wcag-2.2,1.4.5,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#images-of-text,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01331,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b244,B.2.4.4,Accessible Template Options (Enhanced),,https://www.w3.org/TR/ATAG20/#sc_b244,wcag-2.2,1.4.6,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#contrast-enhanced,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01332,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b244,B.2.4.4,Accessible Template Options (Enhanced),,https://www.w3.org/TR/ATAG20/#sc_b244,wcag-2.2,1.4.7,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#low-or-no-background-audio,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01333,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b244,B.2.4.4,Accessible Template Options (Enhanced),,https://www.w3.org/TR/ATAG20/#sc_b244,wcag-2.2,1.4.8,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#visual-presentation,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01334,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b244,B.2.4.4,Accessible Template Options (Enhanced),,https://www.w3.org/TR/ATAG20/#sc_b244,wcag-2.2,1.4.9,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#images-of-text-no-exception,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01335,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b244,B.2.4.4,Accessible Template Options (Enhanced),,https://www.w3.org/TR/ATAG20/#sc_b244,wcag-2.2,1.4.10,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#reflow,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01336,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b244,B.2.4.4,Accessible Template Options (Enhanced),,https://www.w3.org/TR/ATAG20/#sc_b244,wcag-2.2,1.4.11,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#non-text-contrast,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01337,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b244,B.2.4.4,Accessible Template Options (Enhanced),,https://www.w3.org/TR/ATAG20/#sc_b244,wcag-2.2,1.4.12,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#text-spacing,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01338,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b244,B.2.4.4,Accessible Template Options (Enhanced),,https://www.w3.org/TR/ATAG20/#sc_b244,wcag-2.2,1.4.13,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#content-on-hover-or-focus,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01339,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b244,B.2.4.4,Accessible Template Options (Enhanced),,https://www.w3.org/TR/ATAG20/#sc_b244,wcag-2.2,2.1.1,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#keyboard,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01340,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b244,B.2.4.4,Accessible Template Options (Enhanced),,https://www.w3.org/TR/ATAG20/#sc_b244,wcag-2.2,2.1.2,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#no-keyboard-trap,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01341,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b244,B.2.4.4,Accessible Template Options (Enhanced),,https://www.w3.org/TR/ATAG20/#sc_b244,wcag-2.2,2.1.3,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#keyboard-no-exception,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01342,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b244,B.2.4.4,Accessible Template Options (Enhanced),,https://www.w3.org/TR/ATAG20/#sc_b244,wcag-2.2,2.1.4,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#character-key-shortcuts,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01343,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b244,B.2.4.4,Accessible Template Options (Enhanced),,https://www.w3.org/TR/ATAG20/#sc_b244,wcag-2.2,2.2.1,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#timing-adjustable,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01344,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b244,B.2.4.4,Accessible Template Options (Enhanced),,https://www.w3.org/TR/ATAG20/#sc_b244,wcag-2.2,2.2.2,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#pause-stop-hide,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01345,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b244,B.2.4.4,Accessible Template Options (Enhanced),,https://www.w3.org/TR/ATAG20/#sc_b244,wcag-2.2,2.2.3,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#no-timing,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01346,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b244,B.2.4.4,Accessible Template Options (Enhanced),,https://www.w3.org/TR/ATAG20/#sc_b244,wcag-2.2,2.2.4,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#interruptions,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01347,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b244,B.2.4.4,Accessible Template Options (Enhanced),,https://www.w3.org/TR/ATAG20/#sc_b244,wcag-2.2,2.2.5,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#re-authenticating,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01348,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b244,B.2.4.4,Accessible Template Options (Enhanced),,https://www.w3.org/TR/ATAG20/#sc_b244,wcag-2.2,2.2.6,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#timeouts,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01349,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b244,B.2.4.4,Accessible Template Options (Enhanced),,https://www.w3.org/TR/ATAG20/#sc_b244,wcag-2.2,2.3.1,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#three-flashes-or-below-threshold,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01350,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b244,B.2.4.4,Accessible Template Options (Enhanced),,https://www.w3.org/TR/ATAG20/#sc_b244,wcag-2.2,2.3.2,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#three-flashes,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01351,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b244,B.2.4.4,Accessible Template Options (Enhanced),,https://www.w3.org/TR/ATAG20/#sc_b244,wcag-2.2,2.3.3,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#animation-from-interactions,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01352,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b244,B.2.4.4,Accessible Template Options (Enhanced),,https://www.w3.org/TR/ATAG20/#sc_b244,wcag-2.2,2.4.1,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#bypass-blocks,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01353,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b244,B.2.4.4,Accessible Template Options (Enhanced),,https://www.w3.org/TR/ATAG20/#sc_b244,wcag-2.2,2.4.2,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#page-titled,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01354,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b244,B.2.4.4,Accessible Template Options (Enhanced),,https://www.w3.org/TR/ATAG20/#sc_b244,wcag-2.2,2.4.3,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#focus-order,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01355,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b244,B.2.4.4,Accessible Template Options (Enhanced),,https://www.w3.org/TR/ATAG20/#sc_b244,wcag-2.2,2.4.4,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#link-purpose-in-context,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01356,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b244,B.2.4.4,Accessible Template Options (Enhanced),,https://www.w3.org/TR/ATAG20/#sc_b244,wcag-2.2,2.4.5,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#multiple-ways,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01357,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b244,B.2.4.4,Accessible Template Options (Enhanced),,https://www.w3.org/TR/ATAG20/#sc_b244,wcag-2.2,2.4.6,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#headings-and-labels,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01358,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b244,B.2.4.4,Accessible Template Options (Enhanced),,https://www.w3.org/TR/ATAG20/#sc_b244,wcag-2.2,2.4.7,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#focus-visible,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01359,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b244,B.2.4.4,Accessible Template Options (Enhanced),,https://www.w3.org/TR/ATAG20/#sc_b244,wcag-2.2,2.4.8,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#location,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01360,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b244,B.2.4.4,Accessible Template Options (Enhanced),,https://www.w3.org/TR/ATAG20/#sc_b244,wcag-2.2,2.4.9,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#link-purpose-link-only,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01361,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b244,B.2.4.4,Accessible Template Options (Enhanced),,https://www.w3.org/TR/ATAG20/#sc_b244,wcag-2.2,2.4.10,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#section-headings,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01362,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b244,B.2.4.4,Accessible Template Options (Enhanced),,https://www.w3.org/TR/ATAG20/#sc_b244,wcag-2.2,2.4.11,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#focus-not-obscured-minimum,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01363,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b244,B.2.4.4,Accessible Template Options (Enhanced),,https://www.w3.org/TR/ATAG20/#sc_b244,wcag-2.2,2.4.12,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#focus-not-obscured-enhanced,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01364,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b244,B.2.4.4,Accessible Template Options (Enhanced),,https://www.w3.org/TR/ATAG20/#sc_b244,wcag-2.2,2.4.13,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#focus-appearance,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01365,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b244,B.2.4.4,Accessible Template Options (Enhanced),,https://www.w3.org/TR/ATAG20/#sc_b244,wcag-2.2,2.5.1,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#pointer-gestures,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01366,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b244,B.2.4.4,Accessible Template Options (Enhanced),,https://www.w3.org/TR/ATAG20/#sc_b244,wcag-2.2,2.5.2,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#pointer-cancellation,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01367,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b244,B.2.4.4,Accessible Template Options (Enhanced),,https://www.w3.org/TR/ATAG20/#sc_b244,wcag-2.2,2.5.3,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#label-in-name,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01368,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b244,B.2.4.4,Accessible Template Options (Enhanced),,https://www.w3.org/TR/ATAG20/#sc_b244,wcag-2.2,2.5.4,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#motion-actuation,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01369,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b244,B.2.4.4,Accessible Template Options (Enhanced),,https://www.w3.org/TR/ATAG20/#sc_b244,wcag-2.2,2.5.5,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#target-size-enhanced,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01370,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b244,B.2.4.4,Accessible Template Options (Enhanced),,https://www.w3.org/TR/ATAG20/#sc_b244,wcag-2.2,2.5.6,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#concurrent-input-mechanisms,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01371,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b244,B.2.4.4,Accessible Template Options (Enhanced),,https://www.w3.org/TR/ATAG20/#sc_b244,wcag-2.2,2.5.7,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#dragging-movements,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01372,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b244,B.2.4.4,Accessible Template Options (Enhanced),,https://www.w3.org/TR/ATAG20/#sc_b244,wcag-2.2,2.5.8,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#target-size-minimum,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01373,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b244,B.2.4.4,Accessible Template Options (Enhanced),,https://www.w3.org/TR/ATAG20/#sc_b244,wcag-2.2,3.1.1,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#language-of-page,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01374,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b244,B.2.4.4,Accessible Template Options (Enhanced),,https://www.w3.org/TR/ATAG20/#sc_b244,wcag-2.2,3.1.2,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#language-of-parts,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01375,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b244,B.2.4.4,Accessible Template Options (Enhanced),,https://www.w3.org/TR/ATAG20/#sc_b244,wcag-2.2,3.1.3,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#unusual-words,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
